"[disease of cellular proliferation (14566), disease of anatomical entity (7)]","[Neoplasm (02664), Abnormality of the genitourinary system (00119)]","[Neoplasms (C04), Endocrine System Diseases (C19), Urogenital Diseases (C12)]",[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=MSH, code=D010051), DiseaseCodeDTO(vocabulary=ICD10, code=C56), DiseaseCodeDTO(vocabulary=OMIM, code=167000), DiseaseCodeDTO(vocabulary=ICD9CM, code=183.0), DiseaseCodeDTO(vocabulary=HPO, code=HP:0100615), DiseaseCodeDTO(vocabulary=NCI, code=C7431), DiseaseCodeDTO(vocabulary=DO, code=2394), DiseaseCodeDTO(vocabulary=ORDO, code=213500), DiseaseCodeDTO(vocabulary=MONDO, code=0008170), DiseaseCodeDTO(vocabulary=EFO, code=0001075), DiseaseCodeDTO(vocabulary=EFO, code=0003893), DiseaseCodeDTO(vocabulary=EFO, code=0006460), DiseaseCodeDTO(vocabulary=EFO, code=0006462), DiseaseCodeDTO(vocabulary=EFO, code=0007252), DiseaseCodeDTO(vocabulary=EFO, code=1000042), DiseaseCodeDTO(vocabulary=EFO, code=1000412), DiseaseCodeDTO(vocabulary=EFO, code=1000416), DiseaseCodeDTO(vocabulary=EFO, code=1000431), DiseaseCodeDTO(vocabulary=UMLS, code=C1140680)]","Cancer, Ovarian",4191.6416,"[DiseaseSynonymDTO(name=Cancer, Ovarian, isPTI=false), DiseaseSynonymDTO(name=Cancers, Ovarian, isPTI=false), DiseaseSynonymDTO(name=Ovarian Cancers, isPTI=false), DiseaseSynonymDTO(name=Malignant neoplasm of ovary, isPTI=true), DiseaseSynonymDTO(name=ovarian cancer, isPTI=false), DiseaseSynonymDTO(name=Cancer of ovary, isPTI=false), DiseaseSynonymDTO(name=malignant neoplasm of ovary (diagnosis), isPTI=false), DiseaseSynonymDTO(name=ovarian cancer (diagnosis), isPTI=false), DiseaseSynonymDTO(name=Ca ovary, isPTI=false), DiseaseSynonymDTO(name=Cancers, Ovary, isPTI=false), DiseaseSynonymDTO(name=Ovary Cancers, isPTI=false), DiseaseSynonymDTO(name=malignant tumor of ovary, isPTI=false), DiseaseSynonymDTO(name=Malign neopl ovary, isPTI=false), DiseaseSynonymDTO(name=carcinoma ovarian, isPTI=false), DiseaseSynonymDTO(name=carcinoma ovary, isPTI=false), DiseaseSynonymDTO(name=cancer ovaries, isPTI=false), DiseaseSynonymDTO(name=cancer ovary, isPTI=false), DiseaseSynonymDTO(name=cancers ovarian, isPTI=false), DiseaseSynonymDTO(name=ovary cancer, isPTI=false), DiseaseSynonymDTO(name=ca ovarian, isPTI=false), DiseaseSynonymDTO(name=cancer of the ovary, isPTI=false), DiseaseSynonymDTO(name=cancer ovarian, isPTI=false), DiseaseSynonymDTO(name=malignant ovaries tumor, isPTI=false), DiseaseSynonymDTO(name=ovarian carcinoma, isPTI=false), DiseaseSynonymDTO(name=carcinoma ovaries, isPTI=false), DiseaseSynonymDTO(name=ovary carcinoma, isPTI=false), DiseaseSynonymDTO(name=carcinoma of ovary, isPTI=false), DiseaseSynonymDTO(name=ovarian ca, isPTI=false), DiseaseSynonymDTO(name=ovarian carcinomas, isPTI=false), DiseaseSynonymDTO(name=Cancer, Ovary, isPTI=false), DiseaseSynonymDTO(name=Malignant tumour of ovary, isPTI=false), DiseaseSynonymDTO(name=Malignant tumour of ovary (disorder), isPTI=false), DiseaseSynonymDTO(name=Ovaries--Cancer, isPTI=true), DiseaseSynonymDTO(name=Ovarian cancer NOS, isPTI=false), DiseaseSynonymDTO(name=CA - Cancer of ovary, isPTI=false), DiseaseSynonymDTO(name=Ovarian malignant tumor, isPTI=false), DiseaseSynonymDTO(name=Malignant tumor of ovary (disorder), isPTI=false), DiseaseSynonymDTO(name=Malignant Neoplasm of the Ovary, isPTI=false), DiseaseSynonymDTO(name=Malignant Ovarian Neoplasm, isPTI=true), DiseaseSynonymDTO(name=Malignant Ovarian Tumor, isPTI=false), DiseaseSynonymDTO(name=Malignant Tumor of the Ovary, isPTI=false)]",disease
[],[],"[Digestive System Diseases (C06), Neoplasms (C04)]",[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=UMLS, code=C0280252)]",cancer colon staged,4184.4805,"[DiseaseSynonymDTO(name=cancer colon staged, isPTI=false), DiseaseSynonymDTO(name=cancer colon stages, isPTI=false), DiseaseSynonymDTO(name=stage colon cancer, isPTI=false), DiseaseSynonymDTO(name=cancer colon staging, isPTI=false), DiseaseSynonymDTO(name=colon cancer stage, isPTI=true), DiseaseSynonymDTO(name=stage, colon cancer, isPTI=false)]",disease
[],[],"[Neoplasms (C04), Urogenital Diseases (C12)]",[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=UMLS, code=C0280218)]",bladder cancer staged,4184.026,"[DiseaseSynonymDTO(name=bladder cancer staged, isPTI=false), DiseaseSynonymDTO(name=bladder cancer stages, isPTI=false), DiseaseSynonymDTO(name=stage bladder cancer, isPTI=false), DiseaseSynonymDTO(name=bladder cancer stage, isPTI=true), DiseaseSynonymDTO(name=bladder cancer staging, isPTI=false), DiseaseSynonymDTO(name=stage, bladder cancer, isPTI=false)]",disease
[],[],"[Digestive System Diseases (C06), Neoplasms (C04)]",[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=UMLS, code=C0280253)]",cancer stages stomach,4183.993,"[DiseaseSynonymDTO(name=cancer stages stomach, isPTI=false), DiseaseSynonymDTO(name=cancer gastric staging, isPTI=false), DiseaseSynonymDTO(name=cancer staging stomach, isPTI=false), DiseaseSynonymDTO(name=gastric cancer stage, isPTI=true), DiseaseSynonymDTO(name=stage, gastric cancer, isPTI=false), DiseaseSynonymDTO(name=stomach cancer stage, isPTI=false)]",disease
[],[],"[Neoplasms (C04), Urogenital Diseases (C12)]",[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=UMLS, code=C0280232)]",cancer cervical stages,4183.7656,"[DiseaseSynonymDTO(name=cancer cervical stages, isPTI=false), DiseaseSynonymDTO(name=cancer cervical staging, isPTI=false), DiseaseSynonymDTO(name=stage cervical cancer, isPTI=false), DiseaseSynonymDTO(name=cervical cancer stage, isPTI=true), DiseaseSynonymDTO(name=cancer cervical stage, isPTI=false), DiseaseSynonymDTO(name=stage, cervical cancer, isPTI=false)]",disease
[],[],"[Neoplasms (C04), Urogenital Diseases (C12)]",[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=UMLS, code=C0280280)]",cancer prostate stages,4183.7656,"[DiseaseSynonymDTO(name=cancer prostate stages, isPTI=false), DiseaseSynonymDTO(name=cancer prostate stage, isPTI=false), DiseaseSynonymDTO(name=cancer prostate staging, isPTI=false), DiseaseSynonymDTO(name=prostate cancer stage, isPTI=true), DiseaseSynonymDTO(name=stage prostate cancer, isPTI=false), DiseaseSynonymDTO(name=stage, prostate cancer, isPTI=false)]",disease
[],[],"[Neoplasms (C04), Skin and Connective Tissue Diseases (C17)]",[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=MSH, code=C562840), DiseaseCodeDTO(vocabulary=OMIM, code=114480), DiseaseCodeDTO(vocabulary=OMIM, code=607585), DiseaseCodeDTO(vocabulary=OMIM, code=179617), DiseaseCodeDTO(vocabulary=NCI, code=C4503), DiseaseCodeDTO(vocabulary=ORDO, code=227535), DiseaseCodeDTO(vocabulary=MONDO, code=0016419), DiseaseCodeDTO(vocabulary=UMLS, code=C0346153)]",familial cancer of breast,4181.9434,"[DiseaseSynonymDTO(name=familial cancer of breast, isPTI=true), DiseaseSynonymDTO(name=familial breast cancer, isPTI=false), DiseaseSynonymDTO(name=Breast Cancer, Familial, isPTI=false), DiseaseSynonymDTO(name=familial breast cancer (diagnosis), isPTI=false), DiseaseSynonymDTO(name=Familial cancer of breast (disorder), isPTI=false), DiseaseSynonymDTO(name=Hereditary breast cancer, isPTI=true), DiseaseSynonymDTO(name=Familial breast carcinoma, isPTI=false), DiseaseSynonymDTO(name=Hereditary breast carcinoma, isPTI=false), DiseaseSynonymDTO(name=Familial Cancer of the Breast, isPTI=false)]",disease
[],[],[],[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=UMLS, code=C0861772)]",Rectal cancer stage IV,4174.031,"[DiseaseSynonymDTO(name=Rectal cancer stage IV, isPTI=true), DiseaseSynonymDTO(name=Rectal cancer metastatic, isPTI=true), DiseaseSynonymDTO(name=Carcinoma rectum stage IV, isPTI=false), DiseaseSynonymDTO(name=Rectal carcinoma stage IV, isPTI=false), DiseaseSynonymDTO(name=Carcinoma of rectum stage IV, isPTI=false), DiseaseSynonymDTO(name=Rectal cancer Dukes D, isPTI=false), DiseaseSynonymDTO(name=stage IV rectal cancer, isPTI=false), DiseaseSynonymDTO(name=Astler-Coller D rectal cancer, isPTI=false), DiseaseSynonymDTO(name=Dukes D rectal cancer, isPTI=false), DiseaseSynonymDTO(name=metastatic rectal cancer, isPTI=false), DiseaseSynonymDTO(name=metastatic rectum cancer, isPTI=false), DiseaseSynonymDTO(name=rectal cancer, Astler-Coller D, isPTI=false), DiseaseSynonymDTO(name=rectal cancer, Dukes D, isPTI=false), DiseaseSynonymDTO(name=rectal cancer, metastatic, isPTI=false), DiseaseSynonymDTO(name=rectal cancer, stage IV, isPTI=false), DiseaseSynonymDTO(name=rectum cancer, Astler-Coller D, isPTI=false), DiseaseSynonymDTO(name=rectum cancer, Dukes D, isPTI=false), DiseaseSynonymDTO(name=rectum cancer, metastatic, isPTI=false), DiseaseSynonymDTO(name=rectum cancer, stage IV, isPTI=false), DiseaseSynonymDTO(name=stage IV rectum cancer, isPTI=false)]",disease
[],[],[],[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=UMLS, code=C0280220)]",cancer ovarian stage,4172.978,"[DiseaseSynonymDTO(name=cancer ovarian stage, isPTI=false), DiseaseSynonymDTO(name=carcinoma ovarian staging, isPTI=false), DiseaseSynonymDTO(name=cancer ovarian stages, isPTI=false), DiseaseSynonymDTO(name=cancer ovarian staging, isPTI=false), DiseaseSynonymDTO(name=stage ovarian cancer, isPTI=false), DiseaseSynonymDTO(name=cancer epithelial ovarian stages, isPTI=false), DiseaseSynonymDTO(name=ovarian cancer stage, isPTI=true), DiseaseSynonymDTO(name=stage, ovarian epithelial cancer, isPTI=false), DiseaseSynonymDTO(name=ovarian carcinoma stage, isPTI=false), DiseaseSynonymDTO(name=ovarian epithelial cancer stage, isPTI=false), DiseaseSynonymDTO(name=stage, ovarian cancer, isPTI=false), DiseaseSynonymDTO(name=stage, ovarian carcinoma, isPTI=false)]",disease
"[disease of cellular proliferation (14566), disease of anatomical entity (7)]",[],"[Neoplasms (C04), Endocrine System Diseases (C19), Urogenital Diseases (C12)]",[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=OMIM, code=167000), DiseaseCodeDTO(vocabulary=DO, code=4001), DiseaseCodeDTO(vocabulary=ORDO, code=398934), DiseaseCodeDTO(vocabulary=MONDO, code=0018364), DiseaseCodeDTO(vocabulary=MONDO, code=0005140), DiseaseCodeDTO(vocabulary=EFO, code=0001075), DiseaseCodeDTO(vocabulary=UMLS, code=C0677886)]","OVARIAN CANCER, EPITHELIAL",4170.3457,"[DiseaseSynonymDTO(name=OVARIAN CANCER, EPITHELIAL, isPTI=false), DiseaseSynonymDTO(name=ovarian epithelial cancer, isPTI=false), DiseaseSynonymDTO(name=cancer epithelial ovarian, isPTI=false), DiseaseSynonymDTO(name=ovarian cancer epithelial, isPTI=false), DiseaseSynonymDTO(name=epithelial ovarian cancer, isPTI=true), DiseaseSynonymDTO(name=Ovarian epithelial cancer NOS, isPTI=false), DiseaseSynonymDTO(name=Ovarian malignant epithelial tumor, isPTI=false), DiseaseSynonymDTO(name=Epithelial cancer of ovary, isPTI=false), DiseaseSynonymDTO(name=Malignant epithelial tumor of ovary, isPTI=true)]",disease
[],[],[],[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=UMLS, code=C0862802)]",recurrent lung cancer,4166.3057,"[DiseaseSynonymDTO(name=recurrent lung cancer, isPTI=true), DiseaseSynonymDTO(name=cancer lung recurrent, isPTI=false), DiseaseSynonymDTO(name=of recurrent lung cancer, isPTI=false), DiseaseSynonymDTO(name=Cancer of lung recurrent, isPTI=false), DiseaseSynonymDTO(name=Lung cancer recurrent, isPTI=false)]",disease
[],[],[Neoplasms (C04)],[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=NCI, code=C7619), DiseaseCodeDTO(vocabulary=UMLS, code=C0549379)]",Recurrent cancer,4156.3745,"[DiseaseSynonymDTO(name=Recurrent cancer, isPTI=true), DiseaseSynonymDTO(name=cancer recurrent, isPTI=false), DiseaseSynonymDTO(name=Recurrent Carcinoma, isPTI=false), DiseaseSynonymDTO(name=Relapsed Cancer, isPTI=false), DiseaseSynonymDTO(name=Relapsed Carcinoma, isPTI=false)]",disease
[],[],"[Digestive System Diseases (C06), Neoplasms (C04)]",[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=NCI, code=C9238), DiseaseCodeDTO(vocabulary=UMLS, code=C0278554)]",Rectal cancer recurrent,4154.266,"[DiseaseSynonymDTO(name=Rectal cancer recurrent, isPTI=true), DiseaseSynonymDTO(name=cancer rectal recurrent, isPTI=false), DiseaseSynonymDTO(name=recurrent rectal cancer, isPTI=true), DiseaseSynonymDTO(name=Recurrent Rectal Carcinoma, isPTI=true), DiseaseSynonymDTO(name=Carcinoma rectum recurrent, isPTI=false), DiseaseSynonymDTO(name=Rectal carcinoma recurrent, isPTI=false), DiseaseSynonymDTO(name=Carcinoma of rectum recurrent, isPTI=false), DiseaseSynonymDTO(name=rectal cancer, recurrent, isPTI=false), DiseaseSynonymDTO(name=rectum cancer, recurrent, isPTI=false), DiseaseSynonymDTO(name=recurrent rectum cancer, isPTI=false), DiseaseSynonymDTO(name=Recurrent Cancer of Rectum, isPTI=false), DiseaseSynonymDTO(name=Recurrent Cancer of the Rectum, isPTI=false)]",disease
"[disease of cellular proliferation (14566), disease of anatomical entity (7)]",[],"[Neoplasms (C04), Urogenital Diseases (C12)]",[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=MSH, code=D064129), DiseaseCodeDTO(vocabulary=DO, code=0080909), DiseaseCodeDTO(vocabulary=MONDO, code=0850353), DiseaseCodeDTO(vocabulary=UMLS, code=C3658266)]","Prostatic Cancers, Androgen-Independent",4152.2256,"[DiseaseSynonymDTO(name=Prostatic Cancers, Androgen-Independent, isPTI=false), DiseaseSynonymDTO(name=Cancer, Androgen-Insensitive Prostatic, isPTI=false), DiseaseSynonymDTO(name=Cancers, Androgen-Insensitive Prostatic, isPTI=false), DiseaseSynonymDTO(name=Cancer, Androgen-Resistant Prostatic, isPTI=false), DiseaseSynonymDTO(name=Cancers, Androgen-Resistant Prostatic, isPTI=false), DiseaseSynonymDTO(name=Prostatic Cancer, Androgen Independent, isPTI=false), DiseaseSynonymDTO(name=Androgen-Resistant Prostatic Cancers, isPTI=false), DiseaseSynonymDTO(name=Castration Resistant Prostatic Cancer, isPTI=false), DiseaseSynonymDTO(name=Cancers, Androgen-Independent Prostatic, isPTI=false), DiseaseSynonymDTO(name=Prostatic Cancers, Androgen-Resistant, isPTI=false), DiseaseSynonymDTO(name=Androgen Resistant Prostatic Cancer, isPTI=false), DiseaseSynonymDTO(name=Prostatic Cancer, Androgen Resistant, isPTI=false), DiseaseSynonymDTO(name=Androgen Insensitive Prostatic Cancer, isPTI=false), DiseaseSynonymDTO(name=Cancer, Castration-Resistant Prostatic, isPTI=false), DiseaseSynonymDTO(name=Cancer, Androgen-Independent Prostatic, isPTI=false), DiseaseSynonymDTO(name=Androgen-Insensitive Prostatic Cancers, isPTI=false), DiseaseSynonymDTO(name=Prostatic Cancers, Androgen-Insensitive, isPTI=false), DiseaseSynonymDTO(name=Cancers, Castration-Resistant Prostatic, isPTI=false), DiseaseSynonymDTO(name=Prostatic Cancers, Castration-Resistant, isPTI=false), DiseaseSynonymDTO(name=Androgen-Independent Prostatic Cancers, isPTI=false), DiseaseSynonymDTO(name=Androgen Independent Prostatic Cancer, isPTI=false), DiseaseSynonymDTO(name=Prostatic Cancer, Castration Resistant, isPTI=false), DiseaseSynonymDTO(name=Prostatic Cancer, Androgen Insensitive, isPTI=false), DiseaseSynonymDTO(name=Castration-Resistant Prostatic Cancers, isPTI=false), DiseaseSynonymDTO(name=Prostatic Cancer, Androgen-Resistant, isPTI=false), DiseaseSynonymDTO(name=Androgen-Insensitive Prostatic Cancer, isPTI=false), DiseaseSynonymDTO(name=Prostatic Cancer, Hormone Refractory, isPTI=false), DiseaseSynonymDTO(name=Prostatic Cancer, Androgen-Independent, isPTI=false), DiseaseSynonymDTO(name=Androgen-Resistant Prostatic Cancer, isPTI=false), DiseaseSynonymDTO(name=Hormone Refractory Prostatic Cancer, isPTI=false), DiseaseSynonymDTO(name=Prostatic Cancer, Castration-Resistant, isPTI=false), DiseaseSynonymDTO(name=Androgen-Independent Prostatic Cancer, isPTI=false), DiseaseSynonymDTO(name=Prostatic Cancer, Androgen-Insensitive, isPTI=false), DiseaseSynonymDTO(name=Castration-Resistant Prostatic Cancer, isPTI=false)]",disease
[],[],[Neoplasms (C04)],[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=MSH, code=C572845), DiseaseCodeDTO(vocabulary=MONDO, code=0008566), DiseaseCodeDTO(vocabulary=UMLS, code=C2931367)]",Follicular thyroid cancer,4150.624,"[DiseaseSynonymDTO(name=Follicular thyroid cancer, isPTI=true), DiseaseSynonymDTO(name=Thyroid cancer, follicular, isPTI=false), DiseaseSynonymDTO(name=Follicular Cancer of Thyroid Gland, isPTI=false), DiseaseSynonymDTO(name=Follicular Cancer of the Thyroid Gland, isPTI=false), DiseaseSynonymDTO(name=Follicular Cancer of the Thyroid, isPTI=false), DiseaseSynonymDTO(name=Follicular Cancer of Thyroid, isPTI=false)]",disease
[],[],"[Pathological Conditions, Signs and Symptoms (C23), Neoplasms (C04)]",[Disease or Syndrome (T047)],"[DiseaseCodeDTO(vocabulary=NCI, code=C8278), DiseaseCodeDTO(vocabulary=MONDO, code=0045054), DiseaseCodeDTO(vocabulary=UMLS, code=C0280950)]",cancer-related problem/condition,4146.0625,"[DiseaseSynonymDTO(name=cancer-related problem/condition, isPTI=false), DiseaseSynonymDTO(name=Cancer- and cancer treatment-related conditions, isPTI=false), DiseaseSynonymDTO(name=Cancer Related Condition, isPTI=false), DiseaseSynonymDTO(name=cancer related problem/condition, isPTI=false), DiseaseSynonymDTO(name=problem/condition, cancer related, isPTI=false), DiseaseSynonymDTO(name=problem/condition, cancer-related, isPTI=false), DiseaseSynonymDTO(name=Oncologic Complications, isPTI=false), DiseaseSynonymDTO(name=Cancer-Related Condition, isPTI=true), DiseaseSynonymDTO(name=Cancer-Related Problem or Condition, isPTI=false)]",disease
[],[],"[Endocrine System Diseases (C19), Digestive System Diseases (C06), Neoplasms (C04)]",[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=UMLS, code=C0280222)]",cancer pancreatic stages,4145.3413,"[DiseaseSynonymDTO(name=cancer pancreatic stages, isPTI=false), DiseaseSynonymDTO(name=pancreatic cancer stage, isPTI=true), DiseaseSynonymDTO(name=stage pancreatic cancer, isPTI=false), DiseaseSynonymDTO(name=cancer pancreatic staging, isPTI=false), DiseaseSynonymDTO(name=stage, pancreatic cancer, isPTI=false)]",disease
[],[],"[Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16), Digestive System Diseases (C06), Nutritional and Metabolic Diseases (C18), Neoplasms (C04)]",[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=MSH, code=D003123), DiseaseCodeDTO(vocabulary=NCI, code=C120083), DiseaseCodeDTO(vocabulary=DO, code=3883), DiseaseCodeDTO(vocabulary=ORDO, code=144), DiseaseCodeDTO(vocabulary=ORDO, code=443909), DiseaseCodeDTO(vocabulary=MONDO, code=0018630), DiseaseCodeDTO(vocabulary=UMLS, code=C1333990)]",HNPCC,4137.727,"[DiseaseSynonymDTO(name=HNPCC, isPTI=false), DiseaseSynonymDTO(name=hereditary non-polyposis colon cancer, isPTI=true), DiseaseSynonymDTO(name=hereditary non-polyposis colon cancer (diagnosis), isPTI=false), DiseaseSynonymDTO(name=Hereditary Nonpolyposis Colorectal Cancer, isPTI=false), DiseaseSynonymDTO(name=HNPCC - hereditary nonpolyposis colorectal cancer, isPTI=false), DiseaseSynonymDTO(name=Hereditary nonpolyposis colon cancer, isPTI=false), DiseaseSynonymDTO(name=Familial nonpolyposis colorectal cancer, isPTI=false), DiseaseSynonymDTO(name=Familial nonpolyposis colorectal cancer (disorder), isPTI=false), DiseaseSynonymDTO(name=Colon Cancer, Familial Nonpolyposis, isPTI=false), DiseaseSynonymDTO(name=Colorectal Cancer Hereditary Nonpolyposis, isPTI=false), DiseaseSynonymDTO(name=HNPCC - hereditary nonpolyposis colon cancer, isPTI=true), DiseaseSynonymDTO(name=colon cancer, hereditary non-polyposis - Lynch syndrome, isPTI=false), DiseaseSynonymDTO(name=hereditary non-polyposis colon cancer (hMSH2, hMLH1, hPMS1, hPMS2), isPTI=false), DiseaseSynonymDTO(name=familial non-polyposis colon cancer (hMSH2, hMLH1, hPMS1, hPMS2), isPTI=false), DiseaseSynonymDTO(name=hereditary defective mismatch repair syndrome, isPTI=false), DiseaseSynonymDTO(name=Lynch syndrome, isPTI=false), DiseaseSynonymDTO(name=hereditary nonpolyposis-Lynch syndrome, isPTI=false), DiseaseSynonymDTO(name=hereditary colorectal endometrial cancer syndrome, isPTI=false), DiseaseSynonymDTO(name=Hereditary Nonpolyposis Colorectal Cancer Syndrome, isPTI=true), DiseaseSynonymDTO(name=Familial Nonpolyposis Colorectal Cancer Syndrome, isPTI=false), DiseaseSynonymDTO(name=Familial nonpolyposis colon cancer, isPTI=false), DiseaseSynonymDTO(name=Hereditary nonpolyposis colon cancer (disorder), isPTI=false)]",disease
[],[],"[Otorhinolaryngologic Diseases (C09), Neoplasms (C04), Respiratory Tract Diseases (C08)]",[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=MSH, code=D008444), DiseaseCodeDTO(vocabulary=DO, code=1358), DiseaseCodeDTO(vocabulary=MONDO, code=0006850), DiseaseCodeDTO(vocabulary=EFO, code=1001035), DiseaseCodeDTO(vocabulary=UMLS, code=C2350638)]",Cancer of Maxillary Sinus,4133.445,"[DiseaseSynonymDTO(name=Cancer of Maxillary Sinus, isPTI=false), DiseaseSynonymDTO(name=Maxillary Sinus Cancers, isPTI=false), DiseaseSynonymDTO(name=Cancer, Maxillary Sinus, isPTI=false), DiseaseSynonymDTO(name=Cancers, Maxillary Sinus, isPTI=false), DiseaseSynonymDTO(name=Maxillary sinus--Cancer, isPTI=true), DiseaseSynonymDTO(name=Maxillary Sinus Cancer, isPTI=false)]",disease
[],[],"[Neoplasms (C04), Urogenital Diseases (C12)]",[Neoplastic Process (T191)],"[DiseaseCodeDTO(vocabulary=MSH, code=D014565), DiseaseCodeDTO(vocabulary=NCI, code=C156484), DiseaseCodeDTO(vocabulary=EFO, code=0003863), DiseaseCodeDTO(vocabulary=UMLS, code=C0751569)]","Cancer, Genito-urinary",4129.5137,"[DiseaseSynonymDTO(name=Cancer, Genito-urinary, isPTI=false), DiseaseSynonymDTO(name=Cancers, Genito-urinary, isPTI=false), DiseaseSynonymDTO(name=Genito urinary Cancer, isPTI=false), DiseaseSynonymDTO(name=Genito-urinary Cancers, isPTI=false), DiseaseSynonymDTO(name=Cancer, Genitourinary, isPTI=false), DiseaseSynonymDTO(name=Cancers, Genitourinary, isPTI=false), DiseaseSynonymDTO(name=Genitourinary Cancers, isPTI=false), DiseaseSynonymDTO(name=Cancer, Urogenital, isPTI=false), DiseaseSynonymDTO(name=Cancers, Urogenital, isPTI=false), DiseaseSynonymDTO(name=Urogenital Cancers, isPTI=false), DiseaseSynonymDTO(name=Genito-urinary Cancer, isPTI=false), DiseaseSynonymDTO(name=Urogenital Cancer, isPTI=false), DiseaseSynonymDTO(name=Genitourinary Cancer, isPTI=false), DiseaseSynonymDTO(name=Malignant Genitourinary System Neoplasm, isPTI=true), DiseaseSynonymDTO(name=Malignant Genitourinary Neoplasm, isPTI=false), DiseaseSynonymDTO(name=Genitourinary System Cancer, isPTI=false)]",disease
